id,label,prediction,text
26486,1,0,一种观念只有被人们普遍接受、理解和掌握并转化为整个社会的群体意识，才能成为人们白觉遵守和奉行的准则。
36345,0,1,阿累创作的《一面》，以真挚的情感和以小见大的写作手法深深打动了读者。
42846,1,0,穆迪近日对法国减赤计划提出质疑，表示即使法国赤字水平未来两年会降低，也不可能达到法国政府提出的减赤计划的目标。
1135,1,0,“我自横刀向天笑，别看广告，看疗效！”，经典名句与小品台词混搭出的“本山体”以独具个性的风格为无数网友所倾倒。
42217,0,1,美国外国投资委员会在判断交易是否威胁国家安全时，主要考虑国防及保持竞争优势、防止外来垄断等因素。美国对通信、航空、航运、水电、土地、不动产等方面的外来投资也有严格限制，以防公共服务和公共利益被外资控制。
11784,0,1,日本理应本着对本国民众和国际社会负责的态度，采取审慎措施，在有利益攸关方的参与和监督下，选择最优方式处置核事故处理后废水。
12631,0,1,电信网络诈骗犯罪依然频发，已经成为社会一大公害，特别是近期发生的多起大学生被诈骗案，引发社会高度关注，广大群众对此类犯罪活动深恶痛绝。
18641,0,1,学校教育要回归本位、回归初心，端正办学理念，紧紧围绕立徳树人为中心来组织开展各类教育教学活动。
13383,0,1,从技术层面来说，国内手机漫游费成本已几乎为零，并不需要更多投入，继续收取漫游费，其合理性在今天需要打上问号。
41182,0,1,在中国空军首位歼10女飞行员余旭烈士“回家”的日子，全国各地32万群众从四面八方自发赶到余旭的家乡四川省崇州市，来送别这位女飞行员最后一程。
876,1,0,2011年11月3日凌晨1时43 分，中国神舟八号飞船和中国首个太空实验室天宫一号首次成功对接。这次对接成功标志着中国向自己的载人空间站又迈出了关键一步。
1202,0,1,回顾新中国女性美术创作70年发展历程及其经验，可以切身感受中国妇女的解放的坚实足迹，以及浸润其中的女性智慧。
3590,1,0,由中国自主设计、建造、研发的第一艘航空母舰“山东号”于2019年12月17日在海南军港交付海军，表明中国已经通过了建造航母的毕业考试。
7795,0,1,电影《老师·好》自全国上映以来，不断引发观影热潮。到目前，《老师·好》在同日上映影片中票房、上座率均居首位。
36976,1,0,按照亚运会保障标准，珠江森林公园将向游客开放560公顷山水景观，届时，中国最大城市景观园林一一珠江森林公园将向世界揭开其神秘。
16612,0,1,超级病菌是一种耐药性细菌，这种超级病菌能在人身上造成浓疮和毒疱，甚至逐渐让人的肌肉坏死。可怕的是，抗生素药物对它不起作用，病人会因为感染而引起可怕的炎症，高烧、痉挛、昏迷直到最后死亡。
18207,1,0,不管在哪个国家，没有法律就没有真正的自由。一个国家制定法律的目的不是废除和限制人民的自由，而是为了保护和扩大人民的自由。
16280,0,1,关于事故的详细情况，你以后再做汇报。
19611,0,1,申报“国家重点文物保护单位”之前，该寺门票价格偏低，不能有效利用价格杠杆控制超负荷的客流量——这对保护文物是十分不利的。
33868,0,1,傍晚，人们在一天辛劳后，躺在用溪水冲洗过的石板上，享受习习的晚风，漫无边际地讲“三国”、说“水浒”，从远近奇闻谈到农作物的长势和收成。
13447,0,1,克制自己，能抵抗诱惑，追求更远大目标的孩子，长大之后会表现得更有自信，也更能面对挫折。
24987,0,1,战士们穿过熊熊大火，冲进城去，和敌人展开了激烈的搏斗。
18398,1,0,从历史角度讲，《史记》第一次运用多种艺术手法塑造了极具个性的历史人物；从文学角度讲，《史记》开创了我国纪传体“正史”的先河。
5514,0,1,"我省开始实施""阳光家园""计划，三年内将为1．2万残疾人提供托养服务。"
17103,1,0,2013年3月，习近平主席对俄罗斯进行了国事访问，中俄双方建设合作共赢、深化全面战略协作伙伴关系达成共识。
28925,0,1,唐朝武则天亲授的、被称为传世之宝的第三颗佛牙舍利，新近在湖北省当阳市玉泉寺铁塔地宫被考古工作者发现。
16981,1,0,技术创新的浪潮正使我们以前所未有的方式存储、获得和处理有关我们星球的各种环境和文化现象的信息。
28546,0,1,迪拜债务危机不仅显示了“迪拜神话”的脆弱性，引发了外界对迪拜发展模式的怀疑，而且还暴露了当前世界金融体系存在的一些根本性问题。
28568,0,1,中国首个在纽约证券交易所上市的中国东北石油控股有限公司在美遭到投资者集体起诉，其股票上月底已被纽交所停止交易。
