id,label,prediction,score,confidence,text,err_chars
4398,0,1,0.73256034,0.465120673,人与人之间总会有不同的邂近和相逢，正是不同的人的生活轨迹不停地相交，才编织成这大千世界纷繁的生活。,['的' '活']
4404,1,0,0.081557,0.836886004,玛丽安在路边的碎石堆里偶然发现了几个形状奇特的化石牙齿，兴奋异常，却始终认不出那是属于什么动物的。,[]
4418,1,0,0.34959522,0.300809562,国家发改委副主任彭森曾表示，今年要择机推出成品油改革方案，减少调价周期，改进调价操作方式，提高机制运行的透明度；新的成品油定价机制要在油价稳定或回落的情况下出台。,[]
4423,1,0,0.34292796,0.314144075,目前，人们对建筑批评似乎还是保持着一种漠然。建筑艺术如其他艺术一样，需要形成活跃而健康的批评氛围。,[]
4445,0,1,0.9780734,0.956146836,为了倡导节俭之风，京城多家餐饮公司纷纷推出避免浪费的新举措，顾客把菜吃光或剩菜打包，商家都将给予打折优惠，对此消费者表示赞同。,['，' '，' '商' '家' '都' '将' '给' '予' '打' '折' '优' '惠' '，']
4450,0,1,0.9994116,0.998823166,美国之所以能轻易给中国新兴技术的发展使绊子，是因为他手握大量核心技术的原因。,"['[CLS]' '美' '国' '之' '所' '以' '能' '易' '给' '中' '国' '新' '兴' '技' '术' '使' '绊'
 '子' '，' '是' '因' '为' '他' '手' '握' '大' '量' '核' '心' '技' '术' '的' '原' '因' '。'
 '[SEP]']"
4479,0,1,0.9513668,0.902733564,当代中国社会的现代化建设要想获得成功，归根结蒂，取决于人的现代化建设，期待于人的思想、文化、伦理、道德素质的优化和全面提升。,"['[CLS]' '，' '，' '取' '于' '人' '的' '建' '设' '，' '期' '待' '于' '人' '的' '的' '优'
 '化' '和' '全' '面' '提' '升' '。' '[SEP]']"
4497,0,1,0.996203,0.992406011,会议听取了鄂州市城乡一体化综合改革试点、沙洋县农业水价综合改革试点落实情况，审议通过了《湖北省全面深化改革工作分类考核评估办法》。,"['[CLS]' '会' '议' '听' '取' '了' '鄂' '州' '市' '城' '乡' '一' '体' '化' '综' '合' '改'
 '革' '试' '点' '、' '沙' '洋' '县' '农' '业' '水' '价' '综' '合' '改' '革' '试' '点' '落'
 '实' '情' '况' '，' '审' '议' '了' '。' '[SEP]']"
4514,1,0,0.005323717,0.989352566,当前的反腐形势很好，但这一政治举措能否如老百姓所期望的那样，为中国建设法治社会奠定基础，关键还在于中央、地方政府以及相关部门的态度和做法。,[]
4523,0,1,0.997241,0.99448204,为了给村民创造良好的读书条件和氛围，村委会在村中心开设了农家书屋。,"['[CLS]' '为' '了' '给' '村' '民' '创' '造' '良' '好' '的' '读' '书' '条' '件' '和' '氛'
 '围' '，' '村' '委' '会' '在' '村' '中' '心' '开' '了' '农' '家' '书' '屋' '。' '[SEP]']"
4532,1,0,0.34323654,0.313526928,违法建筑是一颗影响我们肇庆形象的“毒瘤”；它直接动摇法治城市的社会根基，更严重侵蚀城市土地资源和发展空间。,[]
4538,1,0,0.39572403,0.208551943,中国气象局昨日在例行发布会上表示，近期北半球的极寒天气不代表全球变暖趋势发生改变，而是长期趋势中的短暂阶段，“小冰河期”说法毫无根据。,[]
4542,1,0,0.20419534,0.591609329,营养学家一再告诫家长们：与其让孩子们常服用维生素C倒不如多吃一些新鲜的瓜、果、桃。,[]
4551,0,1,0.9980411,0.996082187,有关负责人强调，必须把制止有偿新闻、买卖书号等当作一项长期任务长抓不懈。,"['[CLS]' '有' '关' '负' '责' '人' '强' '调' '，' '必' '须' '把' '制' '止' '有' '偿' '新'
 '闻' '、' '买' '卖' '书' '号' '等' '当' '任' '务' '长' '抓' '不' '懈' '。' '[SEP]']"
4561,0,1,0.98894274,0.977885485,华裔科学家根据相对论发现：一个生活在纽约102层帝国大厦楼顶上的人比生活在楼底大街上的人每秒衰老速度快1．04亿分之一秒。,"['[CLS]' '的' '人' '每' '秒' '衰' '老' '速' '度' '快' '1' '．' '0' '4' '亿' '分' '之'
 '一' '秒' '。' '[SEP]']"
4565,1,0,0.001343731,0.997312539,智能电视的推出颠覆了人们心中电视机只是用来看节目的传统，用户可以通过电视上网，进行娱乐活动。,[]
4581,1,0,0.15187842,0.696243167,作为这个世界的匆匆过客的我们，虽然生命短暂，应该像流星划过天空一样，也要发出光芒。,[]
4585,0,1,0.9937568,0.987513542,如果听任高房价引发的引进人才难、留人难现象发展蔓延，几年后，上海的科研实力和竞争力可能削弱。,"['[CLS]' '如' '果' '听' '任' '高' '房' '价' '引' '发' '的' '引' '人' '才' '难' '、' '留'
 '人' '难' '现' '象' '发' '展' '蔓' '延' '，' '几' '年' '后' '，' '上' '海' '的' '科' '研'
 '和' '竞' '争' '力' '可' '能' '削' '弱' '。' '[SEP]']"
4589,0,1,0.94376034,0.887520671,海南岛和廉江有野生的荔枝林，可为我国是原产地的明证。,['，' '可' '为' '我' '国' '是' '的']
4593,0,1,0.9973084,0.994616747,两会期间，全国人大代表、著名作家二月河谈反腐时表示，反腐进入常态化，成为全民的意识，现在制度逐渐完善，包括互联网举报制度等，开始进入全民反腐局面，这个局面是历史上最好的时代。,"['[CLS]' '作' '家' '二' '河' '反' '腐' '示' '，' '反' '腐' '进' '，' '，' '现' '在' '制'
 '度' '逐' '渐' '完' '善' '，' '包' '括' '互' '联' '网' '举' '报' '制' '度' '等' '，' '开'
 '始' '进' '入' '全' '民' '反' '腐' '局' '面' '，' '这' '个' '局' '面' '是' '历' '史' '上'
 '最' '好' '的' '时' '代' '。' '[SEP]']"
4610,1,0,0.095968634,0.808062732,东台西溪是非物质文化国家级遗产“董永传说”的源头地。,[]
4628,0,1,0.93629724,0.872594476,自己有双灵巧能干的手，什么都造出来。,['自' '己' '有' '，' '什' '么' '都' '造' '来' '。']
4632,1,0,0.15901172,0.681976557,商品房预售制最初的宗旨是解决部分房地产企业开发资金不足的问题，以加快城镇住房建设。,[]
4662,0,1,0.99528176,0.990563512,有消息称，教育部目前正酝酿对严格的小学入学年龄规定“松绑”，在学位允许的情况下，可考虑接收将满6周岁的儿童入学。,"['[CLS]' '有' '消' '息' '称' '，' '教' '育' '部' '目' '前' '正' '酝' '酿' '对' '严' '格'
 '的' '小' '学' '入' '学' '年' '龄' '规' '定' '“' '松' '绑' '”' '，' '在' '学' '位' '的'
 '，' '可' '考' '虑' '接' '收' '将' '满' '6' '周' '岁' '的' '儿' '童' '入' '学' '。'
 '[SEP]']"
4698,0,1,0.8634386,0.726877213,使人激动得泪流满面的爱的故事和使人气愤得痛心疾首的没有爱的故事，天天在社会上发生着。,['的' '没' '有' '爱' '的' '，' '。']
4699,1,0,0.46225724,0.075485528,悲愤可以出诗人，牢骚却并不一定能兴家国。这一观点在北宋大政治家范仲淹的《岳阳楼记》中得到了充分的展示和阐述。,[]
4701,1,0,0.38203868,0.235922635,巢湖市的煤炭、石灰石、铜、锰、铁等金属矿产资源较为丰富，但矿产资源的无序、过量开采，对空气和水资源污染所造成的损失也是巨大的。,[]
4703,0,1,0.87161875,0.743237495,远征军在敌人碉堡下方挖了两条地道，然后填充炸药同时起爆，将松山顶峰变成了日本侵略军的坟墓。,['后' '填' '同' '时' '起' '爆' '将']
4707,1,0,0.3405699,0.318860173,光子晶体是可能替代半导体器件并引发信息技术革命的一种新材料，由于在地球引力的影响下，光子晶体很难进行大尺度的试验。,[]
4725,0,1,0.94620514,0.892410278,北京时间11月24日，2010年广州亚运会田径比赛继续在广东奥体中心进行。在男子110米栏决赛中，中国飞人刘翔以13秒09的赛季个人最好成绩夺得冠军，不仅连续第三次打破了赛会纪录，并且成为亚运会历史上第一位三夺110米栏冠军的选手。,['最' '好' '成' '绩' '夺' '得' '冠' '军' '不' '军' '手' '。' '[SEP]']
4733,1,0,0.39472294,0.210554123,回顾汽车发展百年历程，新技术总是在人们追求更方便、快捷和环保的交通方式下诞生，又在不断实践和竞争中被超越。,[]
4743,0,1,0.69291204,0.385824084,辛勤的啄木鸟医生在给大树捉虫子。,['的']
4748,1,0,0.04165547,0.916689061,越来越多的下岗职工凭着再就业的优惠政策走上了创业之路，他们把国家贴息贷款的将近一半作为创业的启动资金。,[]
4755,0,1,0.6478333,0.295666575,在邵逸夫医院耳鼻咽喉外科，每年接触到的急性会厌炎患者有几十个，其中大部分病人经过明确诊断和及时合理的治疗，都可以好转。,['人']
4827,1,0,0.2243681,0.551263809,菅直人重申，政府已决定全力减轻美军基地给冲绳带来的负担。他准备尽快去冲绳访问，直接听取冲绳民众解决美军基地问题和振兴冲绳经济的意见。,[]
4837,1,0,0.44759825,0.104803503,他们看我们，也许就像我们看蚂蚁一般，假使我们中间的那些伟大人物，在他们看来，也不过尔尔。,[]
4839,1,0,0.007130443,0.985739114,一些科学家鄙视更高维数世界，是因为他们不能在实验室里便利地验证它。,[]
4844,1,0,0.11746275,0.765074506,这次考试之前，同学们都做了充分准备。,[]
4845,1,0,0.11380179,0.772396415,清明线上祭扫活动确保了广大群众的健康安全，发展了祭扫新形式，传承了祭祀文化。,[]
4850,1,0,0.3429782,0.314043581,全球绿化面积逆势上涨，增加了5%，相当于多出了一个亚马孙热带雨林的面积，对此做出主要贡献的，则是中国和印度起到的引领和推动作用。,[]
4876,1,0,0.1115907,0.776818603,“永远的雷锋，永远的精神，一个民族只有向善向上向前，积聚起道德建设的正能量，才能真正实现‘中国梦’。”正在此间出席两会的代表委员纷纷提出呼吁。,[]
4879,0,1,0.7471739,0.494347811,郭培说，从接到任务到成品出炉，一般需要一个月，这中间董卿她们要来试两到三次衣服，然后根据她们的要求和效果修改，最终这些衣服将于最后一次录像彩排时亮相。,['，' '一' '般' '卿']
4884,0,1,0.9995214,0.999042749,目前我国能用普通话交流的公民占到全部人口的70%，另外30%大约4亿人口不能使用普通话交流。,"['[CLS]' '目' '前' '能' '普' '话' '%' '，' '另' '外' '3' '0' '%' '大' '约' '4' '亿'
 '人' '口' '不' '能' '使' '用' '普' '通' '话' '交' '流' '。' '[SEP]']"
4907,0,1,0.8603243,0.720648646,六年来，快报便民网以优质的服务、良好的信誉帮助本市百万家庭解决了生活中遇到的种种困难。,['解' '决' '了' '到' '的' '困' '难']
4923,1,0,0.021057399,0.957885202,日本的高技术海基导弹防御系统正在不断建立，但是如何提高使用士兵的能力则是今后的重要课题。,[]
4924,0,1,0.8884148,0.7768296,我国已成为联合国“人类非物质文化遗产名录”中入选项目最多的国家，这一成绩是靠社会各界的共同努力取得的。,['已' '成' '为' '中' '最' '的' '国' '家' '，' '这' '是' '靠' '取' '得' '的' '。']
4931,0,1,0.57281363,0.14562726,朝夕相处，谁也不能保证不发生矛盾。,['夕']
4956,0,1,0.9494345,0.898869038,植物睡眠之谜之所以长期未能得到正确的解释，是因为此前没有人想到决定叶子开合的竟然是两种不同的生理物质。,['，' '是' '因' '为' '此' '前' '没' '。']
4957,0,1,0.5745943,0.149188638,有没有一个认真的学习态度是能否取得好成绩的条件之一。,['有' '个']
4959,1,0,0.43112195,0.137756109,一时间，“纳米”技术成为众多媒体上一个炙手可热的话题。,[]
4961,1,0,0.001565538,0.996868924,为了提高同学们的语文素养，我校团委积极开展了“读经典作品，建书香校园”的活动。,[]
4974,1,0,0.008077045,0.98384591,今年全国两会期间，各新闻媒体全方位地践行改文风精神，报道的公信力、涉及范围和感染力显著提高，是新闻界改进新闻文风的一次成功实践。,[]
4990,1,0,0.07171653,0.856566936,“山西疫苗”事件以及江苏、河北疫苗生产企业弄虚作假、违规操作等问题，暴露出一些主管部门对疫苗生产、接种、流通等各个环节的疏于监管。,[]
5059,0,1,0.86100745,0.722014904,1994年，美国发射了“克莱门汀”号环月探测器，不但开始了全月面元素的分布与含量的探测，并意外发现了在月球南极区有水存在的信息。,['探' '测' '器' '，' '不' '但' '探']
5092,0,1,0.99963105,0.999262094,减轻学生过重的课业负担，是中学教学工作的当务之急。,"['[CLS]' '减' '轻' '学' '生' '过' '重' '的' '课' '业' '负' '担' '，' '是' '中' '学' '教'
 '学' '工' '作' '的' '当' '务' '之' '急' '。' '[SEP]']"
5095,1,0,0.08494832,0.830103353,尽管朝鲜此前曾对韩军射击训练发出警告，但是最终还是保持了克制；而韩国此次新的军演，却将使朝鲜半岛局势面临新的考验。,[]
5102,1,0,0.03136087,0.937278263,近年来，不少地方的政府部门在选拔干部时，往往喊着干部年轻化的旗号，采取一刀切的做法，这无形中等于推行了年龄歧视。,[]
5133,1,0,0.035014328,0.929971345,爱国是检验一个人品格高尚与否的试金石，也是评价一个人道德水平的重要标准。,[]
5144,1,0,0.29303035,0.413939297,《雨巷》描绘了一幅梅雨时节江南小巷的阴沉图景，发表后产生了较大的影响，其作者戴望舒也因此成名，被人们称之为“雨巷诗人”。,[]
5198,1,0,0.016977176,0.966045648,“蛟龙”号载人潜水器2011年7月30日进行了在东太平洋海域第四次下潜试验，并采集到海底分布广泛的锰结核，顺利完成了各项工作。,[]
5219,0,1,0.8896922,0.779384375,余秋雨用平易近人的语调，与大家一起探索中华民族的集体人格，让现场书友领略了一番堪称文化盛宴的“君子之道”，让人叹为观止。,['，' '让' '场' '友' '，' '让' '人' '叹' '为']
5221,0,1,0.58974296,0.179485917,中国扶贫基金会发起了“行村寻访助学”活动，旨在进一步宣传国家助学政策，调查偏远地区的政策落实情况，帮助贫困学生完成学业。,['了']
5224,1,0,0.28616163,0.427676737,2011年2月22日，发生在新西兰的一场地震让这个独在异乡漂泊的中国留学生失去了和家人的联系，直到现在，他也不愿去回忆那让人可怕的一刻。,[]
5234,1,0,0.34190288,0.316194236,未来，必将是陆、海、空、电、网一体化的作战，而在这神秘的战场空间，国家意志将充分得到体现。,[]
5236,1,0,0.03787035,0.924259298,中国北京国际文化创意产业博览会在京拉开帷幕，参展的各个省区市纷纷亮出民间艺术绝活，让观众近距离欣赏非物质文化遗产的艺术魅力。,[]
5238,1,0,0.004031541,0.991936917,最近，为西部地区林业站马站长诊治的医生惊奇地发现，他患了多年的心脏病竟然不治而愈。,[]
5258,0,1,0.9923728,0.984745622,艺术家们准备了亲自选定并签名的读本，捐赠给边远山区的孩子。,"['[CLS]' '艺' '术' '家' '们' '准' '备' '了' '亲' '自' '选' '定' '并' '签' '名' '的' '读'
 '，' '捐' '赠' '给' '区' '的' '孩' '子' '。' '[SEP]']"
5264,1,0,0.025783485,0.94843303,面对部分地区因“煤改气”“煤改电”而造成的取暖难题，相关部门及时回应、迅速行动，体现出对困难群众的牵挂，民生无小事的理念。,[]
5266,0,1,0.99387074,0.98774147,过多地介人孩子的生活，无论是由于爱护还是由于焦虑，都是在培养孩子依赖的习惯，培养孩子懦弱无能的个性，逼孩子逆反，这让孩子怎么感恩？,"['[CLS]' '过' '多' '地' '介' '人' '孩' '子' '的' '生' '活' '，' '无' '论' '爱' '护' '，'
 '都' '是' '在' '培' '孩' '子' '依' '赖' '的' '惯' '，' '培' '养' '，' '逼' '孩' '子' '，'
 '这' '让' '孩' '子' '怎' '么' '感' '恩' '？' '[SEP]']"
5269,1,0,0.03675805,0.926483899,在戏剧学院学习时，只有我跟他学过弹钢琴。,[]
5307,1,0,0.4170991,0.165801823,沈善洪先生爱才如命，他在杭州大学当校长期间，破格提拔了一批有才华的年轻人，如今都是文学、经济、心理学等学界的翘楚。,[]
5309,0,1,0.99831736,0.996634722,一项数据显示，大约2%以上的普通人和40%~50%的持续性哮喘儿童对猫过敏，且对猫过敏的人或是狗的两倍。,"['[CLS]' '一' '项' '数' '据' '显' '示' '，' '大' '约' '2' '%' '以' '上' '的' '普' '通'
 '人' '和' '4' '0' '%' '~' '5' '0' '%' '的' '持' '续' '性' '哮' '喘' '儿' '童' '对'
 '猫' '过' '敏' '，' '且' '对' '猫' '过' '敏' '的' '人' '或' '是' '狗' '的' '两' '倍' '。'
 '[SEP]']"
5322,1,0,0.45096537,0.098069251,陈雨露、马勇编著的《大金融论纲》从一个长期视角全面地审视了全球范围内金融体系发展的历史规律和演变趋势，构建了“大金融”命题下的现代金融体系发展氛围。,[]
5376,1,0,0.317417,0.365166008,这样做，不仅有助于我国煤炭出口，同时也将对国内正在实施的煤炭走向市场的战略举措起到了极好的推动作用。,[]
5378,1,0,0.26644862,0.467102766,夜郎国是我国古代西南地区的一个小国，它的历史大致可以追溯到战国至西汉成帝和平年间，存在约300年，之后神秘消失。其中心位置至今尚无定论。,[]
5405,1,0,0.24438688,0.511226237,唐代诗人在前人创作的基础上扩大了诗的表现范围，无论从思想和艺术技巧来看，唐诗的成就都明显超越了前代。,[]
5414,1,0,0.07627802,0.847443953,如果马路上跑的所有传统燃油汽车都被新能源汽车全部替代，我们的生活将拥有更多蓝天白云。,[]
5419,0,1,0.97819614,0.956392288,“企业社会责任”的基本理念就是，要督促企业不但为股东追求利润最大化，而且应该考虑相关利益人，即影响和受影响于企业行为的各方利益。,"['[CLS]' '业' '不' '但' '为' '股' '东' '追' '求' '，' '而' '且' '应' '该' '考' '虑' '相'
 '关' '利' '益' '人' '，' '即' '影' '响' '和' '受' '影' '响' '于' '企' '业' '为' '的' '各'
 '方' '利' '益' '。' '[SEP]']"
5433,1,0,0.12789553,0.744208932,建设教育强国是中华民族伟大复兴的基础工程。教育对促进人的全面发展、提高人民综合素质、增强中华民族创新创造活力、实现中华民族伟大复兴具有决定性意义。,[]
5436,0,1,0.9506803,0.901360631,2月14日-18日，“新春走基层·直播奉嘎山”活动在湖南卫视、芒果TV台网同步直播，为观众展示了年味浓郁的梅山风情，传递了魅力独特的湖湘传统文化。,['步' '山' '风' '情' '，' '传' '递' '力' '湘' '传' '统' '化' '。' '[SEP]']
5457,0,1,0.9810476,0.962095141,在“齐二药”和“欣弗”事件之后，国家食品药品监督局根据国务院领导的指示，不断总结经验和教训，在近期将采取各种措施，开展整顿和规范市场秩序的专项行动。,"['齐' '药' '和' '欣' '弗' '在' '将' '，' '开' '展' '整' '顿' '和' '规' '范' '市' '秩' '序'
 '的' '行']"
5473,0,1,0.9019733,0.803946614,戴望舒曾熟读法国象征主义诗人魏尔伦的诗，苏联学者契尔卡斯基说，就多愁善感的气质而言，戴望舒也接近魏尔伦。,['，' '，' '也' '接' '近' '。']
5476,0,1,0.59578526,0.19157052,学校举行的这次捐款活动，使我深切认识到，只要人人都献出一点爱，世界将变成温暖的人间，全校师生的大爱能够战胜一切困难。,['师']
5483,0,1,0.9948725,0.989745021,偷菜游戏正在催生和鼓励一种“集体无聊化”的社会情绪。这种社会情绪小则影响个人生活作息和工作效率，大则让社会群体为虚拟游戏所操纵，长时间陷入自我麻醉的境地。,"['[CLS]' '偷' '菜' '游' '戏' '正' '在' '催' '生' '和' '鼓' '励' '一' '种' '“' '体' '的'
 '社' '会' '情' '绪' '。' '这' '种' '则' '，' '长' '间' '自' '。' '[SEP]']"
5498,1,0,0.007031577,0.985936846,如果我们能够看准时机，把握机会，那么今天所投资百万元带来的效益，恐怕是五年后投资千万元也比不上的。,[]
5510,1,0,0.038919743,0.922160514,省政府近日已出台政策，要求省有关部门抓紧完善中小企业信用担保的激励和风险补偿的办法。,[]
5559,1,0,0.09057831,0.81884338,我国煤炭生产的宏观调控，不仅有助于我国的煤炭出口，同时也将对国内正在实施的煤炭走向市场的战略举措，起到极好的推动作用。,[]
5564,1,0,0.05437532,0.891249359,当前，网络已经不再是年轻人的专利，越来越多的老年人也开始“一网情深”，甚至成为“网瘾老人”。网络在老年人生活中的越位，一定程度上折射出社会和子女对老年人的关爱。,[]
5580,1,0,0.02993012,0.940139759,研究发现，梵高的名作《向日葵》上炽烈的黄颜色已经改变，也就是说我们现在所看到的《向日葵》，压根儿就不是梵高当年画出来的颜色。,[]
5588,1,0,0.010334624,0.979330752,只有经常接触社会，密切联系群众，才能不断增强国防意识，时刻把国家安危和人民忧乐放在心上。,[]
5590,0,1,0.8870977,0.774195433,大自然充满凶险和危机，有着威胁人类生存的诸多因素，总是让人类集体无意识里潜伏着不安全的预感。,"['充' '满' '和' '，' '有' '着' '威' '的' '诸' '，' '总' '是' '让' '人' '类' '集' '体' '无'
 '里' '潜' '伏' '着' '的' '预' '感' '。']"
5641,1,0,0.055252604,0.889494792,张衡淡泊功名，不慕当世，埋头科学，但在朝廷仍受到了排挤，甚至被逐出京师，以致不得时常“思图身之事”。,[]
5643,0,1,0.9683329,0.936665773,去年入冬以来我国冬麦主产区发生的严重旱情仍在持续发展，夏粮生产面临着多年少有的极其严峻的考验与挑战。,['[CLS]' '的' '旱' '情' '仍' '在' '持' '续' '发' '展' '，' '与' '挑' '[SEP]']
5668,1,0,0.43156916,0.136861682,北京市疾控中心免疫所所长吴疆表示，此次疫苗接种采用“知情同意、自愿免费接种”的原则，接种后现场留观半小时方町离开。受众人群接受度调查显示，小学生家长、中学生对甲流疫苗接种接受度皆在百分之九十以上。,[]
5674,1,0,0.032285716,0.935428567,印度尼西亚默拉皮火山再次大规模喷发，冲上数千英尺的高空，景象极其恐怖，死亡人数不断增加。,[]
5692,0,1,0.9456964,0.891392827,11月26、27日，日本主流媒体《朝日新闻》罕见的用四个整版刊登名为《日中战争》的专题报道，对侵华战争进行全面冷静的反思。,['》' '题' '华' '战' '面' '冷' '静' '思' '。' '[SEP]']
5693,0,1,0.9031442,0.806288362,在区域经济中，天津港降低了各种资源运输成本、物流成本，同时降低了区域经济发展中的交易成本，形成良好发展环境，从而增强了区域的竞争优势。,['，' '港' '了' '，' '了' '，' '形' '成' '良' '好' '发' '展' '环' '境' '，' '增' '的']
5714,1,0,0.20432019,0.591359615,元宵节过后，长沙中心城区开启“禁燃模式”，长沙公安部门对违规燃放烟花爆竹进行大力整治。,[]
5715,0,1,0.9971923,0.994384646,在第四届世界互联网大会上中国与志同道合者共商全球网络空间治理大计，中国的互联网治理理念正稳步走向世界。,"['[CLS]' '在' '上' '中' '国' '与' '志' '同' '道' '合' '者' '共' '商' '球' '治' '理' '大'
 '计' '，' '中' '国' '的' '互' '网' '治' '理' '理' '念' '正' '稳' '步' '走' '向' '世' '界'
 '。' '[SEP]']"
5725,0,1,0.99660575,0.993211508,且不说北京，就是上海、天津、广州等志在建设现代化国际大都市的城市，其充满中华文化传统影响的都市建设，也必然会面对西方现代科技文化的挑战。,"['[CLS]' '且' '不' '说' '北' '京' '，' '就' '是' '上' '海' '、' '、' '广' '州' '等' '志'
 '在' '国' '际' '大' '都' '市' '的' '城' '市' '，' '其' '充' '满' '中' '华' '文' '化' '传'
 '统' '影' '响' '的' '都' '市' '建' '设' '，' '也' '必' '然' '会' '面' '对' '西' '方' '现'
 '科' '技' '文' '化' '的' '挑' '战' '。' '[SEP]']"
5729,1,0,0.22078243,0.558435142,事实上，旅游服务品质有没有保障、旅游市场是否规范、旅游业发展的基础是否牢固，是旅游产业转型升级过程中可能遇到的最大瓶颈。,[]
5758,0,1,0.96376705,0.927534103,各级各类教育要逐步达到高水平，能参与国际竞争。,['[CLS]' '级' '教' '育' '要' '逐' '步' '达' '到' '，' '能' '参' '。' '[SEP]']
5759,1,0,0.08078437,0.838431254,"毒品泛滥不仅会诱发大量刑事犯罪,而且会影响物质文明和精神文明的协调发展。",[]
5768,1,0,0.070498966,0.859002069,在现有物流通道的基础上，榆中县人民政府计划兴建兰州国际高原夏菜副食品采购中心，将成为中国西北最大的农业综合市场。,[]
5769,0,1,0.9329771,0.865954161,有了地道战这个斗争方式，敌人毒辣透顶的“扫荡”被粉碎了。,"['[CLS]' '，' '敌' '人' '毒' '辣' '透' '顶' '的' '扫' '荡' '”' '被' '粉' '碎' '了' '。'
 '[SEP]']"
5799,1,0,0.18115601,0.637687981,联合国秘书长潘基文11日对日本发生强烈地震表示深切慰问，并表示联合国随时愿向日本政府和人民提供任何帮助。,[]
5836,0,1,0.9660383,0.932076573,我最爱做的事就是用手将那些从我心灵最深处沁出来的思想的清泉，一小捧一小捧地捧出来，呈现给真正喜欢它们的人。,['，' '，' '呈' '现' '给' '真' '正' '它' '们' '的' '人' '。']
5851,1,0,0.081275485,0.837449029,今年辽宁旅游将以做精旅游产品、做强旅游企业、做好旅游服务为重点，推进旅游产业转型升级。,[]
5875,0,1,0.6561018,0.312203646,他们年轻身影后面留下的，是他们日渐老去的白发爹娘和被学者们称为“空巢”的家庭。,['和' '。']
5884,1,0,0.082086645,0.83582671,近年来，我市从中小学教师中先后抽调了2000多人次去农村学校支教，有力地促进了教育的均衡发展。,[]
5887,0,1,0.9634509,0.926901817,文学是艺术，它必须要有精神含量，要能净化心灵；优秀的文学作品除了能让人欣赏优美的文字、从故事中找到快乐之外，还能启迪、教育、引导人。,['[CLS]' '，' '还' '能' '启' '迪' '、' '教' '育' '、' '引' '导' '人' '。' '[SEP]']
5893,1,0,0.07921636,0.841567278,AG600飞机的“水陆两栖、一机多型”多功能用途，可满足森林灭火和水上救援的迫切需要，是我国应急救援中急需的重大航空装备。,[]
5899,0,1,0.97288954,0.945779085,船桨激起的微波扩散出一道道水纹。,['[CLS]' '船' '桨' '激' '起' '的' '微' '波' '扩' '散' '出' '一' '。' '[SEP]']
5902,0,1,0.90748954,0.814979076,《真正男子汉》作为国防教育片是成功的，明星通过自己的真实体验，将“绝对服从命令”表现得更加贴近大众心理，让观众通过节目了解了军人强大的战斗力是如何培养的。,['是' '的' '，' '星' '，']
5903,0,1,0.71088785,0.421775699,关于这件事的具体情况，他不应该不告诉你。,['，' '他']
5905,0,1,0.9988481,0.997696161,云南省政府为皇马足球队备下豪华宴席，可是皇马球员没有一人动筷，这实在大为尴尬。,"['[CLS]' '云' '南' '省' '政' '府' '为' '皇' '马' '足' '球' '队' '备' '下' '豪' '华' '宴'
 '席' '，' '可' '是' '皇' '马' '球' '员' '没' '有' '一' '人' '动' '筷' '，' '这' '实' '在'
 '大' '为' '尴' '尬' '。' '[SEP]']"
5967,0,1,0.9765786,0.953157187,面对国内目前的就业环境不容乐观而国外一些国家又缺少劳动力的情况，境外就业成为部分高校毕业生不错的选择。,"['[CLS]' '面' '对' '的' '情' '况' '，' '境' '外' '就' '业' '成' '为' '部' '分' '不' '错'
 '的' '选' '择' '。' '[SEP]']"
5988,1,0,0.24045852,0.519082963,一个人知识水平的高下取决于其优越的智力水平，而一个人遵守法纪则完全是社会规范的产物，两者有一定的联系，但没有必然的因果关系。,[]
6000,1,0,0.01545739,0.96908522,目前我们要做的，就是要严密监测经济运行情况，及时发现并解决问题，把风险和困难降到最低，把握经济发展的主动权。,[]
6005,0,1,0.9844901,0.968980193,正因为音乐可以左右我们的情绪，甚至影响我们的决策，因而一些高级商场选择播放优美的轻音乐和古典音乐，以增加顾客驻留的时间，提高消费的可能性。,"['[CLS]' '，' '因' '而' '一' '商' '场' '选' '择' '播' '优' '美' '的' '轻' '音' '乐' '和'
 '古' '典' '音' '乐' '，' '以' '增' '加' '顾' '的' '，' '提' '高' '消' '费' '的' '可' '能'
 '性' '。' '[SEP]']"
6022,0,1,0.99617213,0.99234426,曾获得“感动中国”2005年度人物称号的丛飞，对于我们青年人来说，相信绝不是一个陌生的名字。,"['[CLS]' '物' '称' '号' '的' '丛' '飞' '，' '对' '们' '青' '年' '人' '来' '说' '，' '相'
 '信' '绝' '不' '是' '一' '个' '陌' '生' '的' '名' '字' '。' '[SEP]']"
6025,0,1,0.9022467,0.804493427,我们是吃饭长大的，也是读书长大的，更是在爱里长大的。,['我' '们' '是' '，' '更' '是' '。']
6057,0,1,0.9939667,0.987933397,小亮的肩头被沉重的货物压得喘不过气来。,['[CLS]' '小' '亮' '的' '肩' '头' '被' '压' '得' '喘' '。' '[SEP]']
6074,0,1,0.68912613,0.378252268,自1993年进入老龄化社会以来，我市老龄化速度加快。据统计，我市60周岁以上的老龄人口已达145．6万，占总人口的17．7%，老龄人口的比例高于全国平均水平。,['，' '我' '市' '度' '水' '平' '。' '[SEP]']
