,id,label,prediction,text
6199,6200,1,0,他是大家公认的才子，能写出很好的美妙诗篇。
6205,6206,0,1,在历史宿怨之外，东亚的感情方程式在近年来又增加了一个复杂的系数：日本在经历了失落的20年之后，表现出更强的不自信和对未来的迷茫。
6219,6220,0,1,问题的关键在于正确引导，专家认为早恋不会因为跳集体舞而发生，也不会因为不跳集体舞就不会发生。
6224,6225,0,1,各地大力开展“互联网+义务植树”活动，积极创新义务植树形式，让更多的人为推动生态文明建设、美丽中国建设出力。
6231,6232,1,0,卫生部26日公布了《食用盐碘含量标准（征求意见稿）》，拟将食盐中碘含量的上限降低。这一意见稿强调了碘过量对健康造成的不为所知的潜在危害。
6234,6235,0,1,报告指出，中国及印度的一些跨国公司眼下正不遗余力地开拓国际市场，新加坡、俄罗斯等则紧随其后，国际市场的竞争格局在发生娈化。
6249,6250,0,1,一些银行案件频繁发生是自身管理体制不完善、基本制度执行不力以及对机构负责人管控不到位造成的。
6252,6253,1,0,洱海保护“七大行动”实施后，在社会上引起了极大的反响。
6271,6272,0,1,目前国际金融危机的影响仍在继续，尽管国内外旅游业面临的压力和不确定性都在加大，但中国旅游业繁荣与发展的基本状况并未改变。
6273,6274,0,1,‘继续推进素质教育“，这种提法是科学的、符合实际的——难道不是这样吗？
6285,6286,0,1,春节期间，我市公安民警、环卫工人等坚守岗位，使得千家万户的团员更加安心、舒适。
6286,6287,0,1,南宁市公安机关以实施“指挥调度、网格巡防、技术防范、群防群治、社区民警专职化”五位一体的工作措施为突破口，构建了更加完善的社会治安防控体系。
6296,6297,1,0,10月6日，网曝“两辆白色越野车碾轧、追逐藏羚车，致使数只藏羚羊受伤死亡”。对此，可可西里国家级自然保护区管理局回应，事件并未造成藏羚羊受伤或死亡。
6298,6299,0,1,记者走访发现，交通拥堵，停车位、POS机等配套设施不到位等因素，使得身处武昌交通要塞、周边高校林立的广埠屯电脑一条街患上了“开学综合症”。
6308,6309,0,1,刘和珍作为北京女师大风华正茂的大学生在国家危亡时刻毅然挺身而出，投身到反对帝国主义和反动当局的爱国斗争中，代表了旧中国大学生和新女性的光辉形象。
6320,6321,0,1,如果将平均主义推广到分配领域，否认人的差异而要求平均分享一切，只会扼杀人的积极性，最终阻碍社会的发展，不利于社会公平的真正实现。
6328,6329,0,1,香港交通运输业团体向法院提出申请，要求颁令禁止示威者占领旺角和金钟路段，法院随后颁布了临时禁令。
6329,6330,1,0,过了哈达铺，红四团一般不和敌人硬打，除非敌人顽固阻挡时，红四团才搬去前进路上的障碍，给予还击。
6341,6342,0,1,初次翻阅《口述改革开放》，我触摸到了改革开放四十年的历史脉搏。
6347,6348,1,0,为表达对牺牲烈士和逝世同胞的哀悼，清明节上午十点起，全国采取默哀活动。
6357,6358,0,1,上午9时整，随着一声惊天动地的巨响，巨型运载火箭喷射出一团橘红色的烈焰，托举着载人飞船拔地而起，直刺九霄……
6366,6367,0,1,两千多年前，我们的先辈穿越草原沙漠，开辟出联通亚欧非的陆上丝绸之路。
6382,6383,0,1,因为内外压力而暂停“出售国籍”计划的马耳他政府，23日宣布了一项修改版的“出售国籍”法案，打算继续在欧盟范围内出售马耳他国籍。
6393,6394,0,1,操场上传来同学们响亮的口号声。
6399,6400,1,0,80%以上读过《荆轲刺秦王》这篇文章的人和听说过这个故事的人，在讨论其人其事时，都认为荆轲那种舍生忘死，扶弱济困，反抗强暴的精神是感人的。
6400,6401,1,0,对淘宝商城新规引发的大卖家被恶意攻击的事件，马云引起了重视，他特意从美国赶了回来。从前期的决不妥协，到昨天的道歉并让步，淘宝“伤城”事件有了解决的希望。
6417,6418,0,1,搜集资料不容易，整理、鉴定和运用史料更不容易。过去中国大部分史学家，主要的功力用在后一方面。
6418,6419,1,0,虽然每天来黑龙江省博物馆参观的人不多，但秩序井然，没有出现任何混乱和不文明现象。
6435,6436,0,1,巴金“讲真话”的精神影响了一大批同样经历过“文化大革命”的作家，其中萧乾是受巴金影响最深的一位。
6443,6444,0,1,火车票实名制不但卡住了猖獗的票贩子，遏制了“黄牛”高价票，维护了春运售票秩序，而且也让千万名手持实名制车票的旅客有序返乡，受到广大旅客欢迎。
6444,6445,0,1,2016年7月15日，左江花山岩画申遗成功，成为广西第一处世界文化遗产。
6449,6450,0,1,巴基斯坦塔利班组织13日声称对巴基斯坦西北部一处边防军训练中心当天遭到的自杀式爆炸袭击负责，称这是对本·拉登被击毙后的首次报复行动，并称将发动更大规模的袭击。
6451,6452,1,0,百合网推出“逼婚”广告的初衷是为了鼓励单身人士珍惜亲情，相信爱情，打破各种自我否定的心灵束缚。
6477,6478,0,1,美国驻日大使贝克在东京举行的国内外形势恳谈会上向朝鲜发出了警告，表明了不惜采取武力解决问题的姿态。
6481,6482,0,1,近年来，我国以新的姿态积极参与知识产权国际规则的制定和调整，迈出了从被动的接受者转变为主动而又负责任的参与者的重要一步。
6483,6484,0,1,领导干部只有深入基层，才能真正了解群众的冷暖。
6506,6507,0,1,安徒生被誉为“世界儿童文学的太阳”，他的作品有《人鱼公主》《丑小鸭》《卖火柴的小女孩》等。
6509,6510,0,1,世界银行指出，美国发生的“9·11”恐怖袭击事件将会延长东南亚地区经济萧条的时间，从而对该地区的贫困人口造成伤害。
6521,6522,0,1,央视“百家讲坛”栏目将国学经典通俗化，有利于更多人了解、研究传统文化。
6526,6527,0,1,由于薄熙来涉嫌犯罪，10月26日最高人民检察院经审查做出决定，依法对其立案侦查并采取强制措施。目前，案件侦查工作正在依法进行中。
6532,6533,0,1,为应对韩朝交火事件，韩国和美国11月28日开始在黄海进行为期四天的有美国乔治·华盛顿号航空母舰参与的联合军事演习。
6538,6539,0,1,埃利斯在美国爱达荷州一个狼研究中心工作期间，听同事说一群野狼从加拿大进入该地区，于是决定深入其中，零距离接触这群野生动物。
6540,6541,0,1,星期天，我怀着愉快的心情到公园玩耍。
6546,6547,0,1,回答“浙江民营企业资金链断裂、个别中小企业主跑路等消息见诸报端。您怎么看？”时，省长夏宝龙说，这要客观地分析。
6552,6553,0,1,党的十八届三中全会推出了中国深层次改革政策，研究部署了建立健全预防和惩治腐败体系、地方政府职能转变和机构改革等工作。
6556,6557,0,1,以“和谐之旅”命名的北京奥运火炬全球传递活动，激发了我国各族人民的爱国
6563,6564,1,0,诗歌的语言必须凝练、含蓄，给人以联想和想象，达到言有尽而意无穷的效果。
6584,6585,0,1,2016年诺贝尔文学奖的得主为美国民谣艺术家鲍勃·迪伦，日本作家村上春树今年仍然无缘奖项。
6585,6586,0,1,尽管乐视网的商业模式被标榜为+付费用户+网络广告，但从2007年至今，广告收入依然是构成公司总营收的主要来源。
6593,6594,0,1,12月25日，备受关注的省级重点项目川南城际铁路正式开工，该项目将推动沿线地区进一步扩大对外开放，加快旅游资源开发，促进经济发展。
6596,6597,0,1,能否抓住机遇、加快发展，在未来的发展中赢得更多的主动，在复杂多变的国际格局中始终立于不败之地，这是我们党面临的国际局势变动的新考验。
6604,6605,0,1,目前，不少群众的法制观念比较薄弱，确实需要大大提高。
6609,6610,0,1,据悉，从上世纪80年代初到现在的近30年里，青岛市政府连续出台一系列鼓励扶持企业争创名牌的政策，使青岛实现了从发展名牌产品到发展品牌经济、创建品牌城市的战略的大转移。
6612,6613,1,0,高远路上的团雾具有突发性强、预测困难等特点，极易使驾驶人在行车时率骤然视线模糊、应对不及，从而导致交通事故。
6617,6618,0,1,我国政府以坚决的态度、有力的措施、有效的防范，严厉打击各种暴力恐怖活动，切实维护新疆团结稳定的大局。
6629,6630,0,1,2010年春运期间，铁路部门将在广州、成都两地试行购买火车票实名制，目前铁路部门已经投入数亿元，做好实名制购票、验票的硬件准备。
6631,6632,0,1,奥运吉祥物“中国福娃”设计独具匠心，鲜明的中国特色、浓郁的传统风格以及时尚的现代造型令世人耳目一新。
6647,6648,0,1,在读者中有“怪才”、“歪才”之称的当代作家王小波，很像《皇帝的新装》里的那个小孩，别人也看见皇帝光着身子，但宁愿相信皇帝的伟大而不愿相信自己的眼睛，他却不但相信自己的眼睛而且把自己所看到的如实说了出来。
6648,6649,0,1,尽管“西游”题材众多，但大多数作品形象刻板，情节老套。
6677,6678,0,1,适逢世界经济下滑，作为最有前途的新兴经济市场，中国能否走出困境，担负起世界经济“救世主”的角色，主要取决于中国在后奥运时代的经济走向。
6683,6684,0,1,长期以来，有关司法腐败的话题一直是社会的敏感问题。一些地方法院在诉讼中不能够“以法律为依据，以事实为准绳”，由此导致审判不公、立案难、执行难、乱收费等诸多问题。
6687,6688,0,1,金庸先生开新派武侠先河，其笔下行侠仗义的武侠人物、跌宕起伏的传奇故事展现了人生百态。
6688,6689,0,1,南宁市卫生部门加大了检查力度，以防不合格的食品流入市场，给人们带来危害。
6694,6695,0,1,山东全省旱情仍在持续加剧，到目前为止已造成全省小麦受旱面积达3016万亩，其中小麦重旱面积543万亩，部分人畜饮水出现临时性困难。
6700,6701,0,1,这件事能否成功，取决于你的智慧和勇气。
6703,6704,0,1,中国男子足球队的表现，使我们认识到有良好的心态是非常重要的。
6733,6734,0,1,世界上第一艘大型专业医院船866岱山岛号日前已交付使用，该船的使用结束了中国海军没有大型制式医院船的历史。
6735,6736,0,1,意大利的产品设计特别讲究实用与艺术的结合，任何产品必须既实用，又具有艺术气息，做到款式新颖，优雅大方，外观上与众不同，从而具有无限的诱人魅力
6736,6737,0,1,最后一位火炬手抵达位于伊斯坦布尔市中心的塔克希姆广场，并点燃圣火盆，这标 志着伊斯坦布尔的火炬传递圆满结束。
6740,6741,1,0,新来的王老师给我们留下了美好而深厚的印象。
6749,6750,0,1,国内萤火虫研究专家认为，在同一区域大规模捕捉或放飞萤火虫，不仅会给输入地生态带来负面影响，更易造成输出地萤火虫灭绝。
6751,6752,0,1,《诗词大会》竞答过程扣人心弦，主持人风趣幽默，选手对答如流，嘉宾妙语连珠。
6756,6757,0,1,改革开放40年的历史证明，只有让发展成果为人民共享，改革大业才能凝心聚力，中国特色社会主义才能稳健前行。
6765,6766,0,1,现在，越来越多的农村干部明确地认识到：交通是否便利，通讯是否畅通，对招商引资工作具有重要影响。
6774,6775,1,0,每个同学都应该成为德育、智育、体育的劳动者。
6779,6780,0,1,社区“我为保护古井出份力”活动彰显了这样的理念：“五水共治”不只是政府的事，它还需要我们每一个市民的积极参与。
6782,6783,0,1,有的外国人在赞誉中国美术片独特风格的同时，也提出过“习惯于完整的故事和懒洋洋的叙述”、“很难捕捉到时代脉搏的跳动”等批评意见。
6791,6792,0,1,从他身上，我们看到了革命战争年代形成的干部和群众打成一片，同甘共苦的好传统。
6794,6795,0,1,搜索引擎具备的传播费用低、信息命中率高、受众群庞大的优越广告性价比特点，使其理所当然地成为网络营销中的最佳工具。
6795,6796,1,0,各地以最高礼仪迎接抗疫英雄，表达心中对抗疫英雄衷心的感谢。
6796,6797,1,0,在光明中学春季羽毛球大赛中，张勇和李丽夺得男女组冠军。
6799,6800,0,1,微信、支付宝今年不再鼓动红包大战是一大好消息，因为这能让人们在春节期间少一分浮躁与功利，多一分平淡与从容。
6804,6805,0,1,针对春运期间长途行车路况复杂、驾驶员容易疲劳及拼车人员相互不熟悉等情况，中国消费者协会特别提醒：大家出行要注意安全。
6812,6813,1,0,所有政府机关及其工作人员都必须遵守国家法律、法规和政策，忠实履行自己的职责。
6816,6817,1,0,他对工作认真负责，虽然身在病中，但他无时无刻不忘学校交给他的任务。
6830,6831,0,1,面对当今复杂多变的国际形势，中国必须加强国防力量以捍卫国家主权和领土完整
6831,6832,0,1,2010年达喀尔拉力赛第一赛段刚刚结束，便从阿根廷传来不幸消息。据法新社报道，一辆赛车在比赛过程中失控撞到一位女观众，直接导致后者死亡。
6842,6843,0,1,《麦田里的守望者》的作者塞林格去世后，无数异国他乡的读者为之黯然，短短几天时间，全球众多报刊登载了大量缅怀他的文章。
6883,6884,0,1,北京奥运会不仅是奥林匹克运动的一座纪念碑，更是中华民族的一次新的伟大出发。
6884,6885,0,1,一些曲调通俗甚至有些低俗的口水歌，经过网络流传到大街小巷，被誉为“网络神曲”。而所谓“神曲”本身就是一种反讽。
6895,6896,0,1,城市发展空间狭小已成为我市发展的瓶颈，为此，市政府科学调配资金，加大了对新区建设的投资力度，山南新区的建成并投入使用很好地解决了我市发展的问题。
6903,6904,0,1,国内外的相关科学研究表明，食用含有瘦肉精的食品会对身体产生危害，使人出现恶心、头晕、四肢无力、手颤等中毒症状，特别对心脏病、高血压患者危害更大。
6918,6919,0,1,为依法严惩恶意囤积、串通涨价、哄抬价格等违法行为，维护正常的市场价格秩序，国务院公布了修改后的《价格违法行为行政处罚规定》。
6919,6920,0,1,纵观世界各国的发展史，我们不难发现，一般情况下，一个国家是否富强，往往不取决于它的历史和军事实力，而是取决于它的发展理念。
6923,6924,0,1,近年来中国高铁在海外高歌猛进，凭借高性价比和成功的运营经验，在全球市场接连斩获订单，已成为中国最新科技大幅进军海外的标杆。
6934,6935,1,0,10月25日消息，根据工信部发布的统计信息，截止今年9月份，中国3G用户达到2.026亿，终于突破了2亿户大关。
6938,6939,0,1,天宫二号空间实验室，是继天宫一号后中国自主研发的第二个空间实验室。
6939,6940,0,1,以计算机、通讯技术为核心的现代信息技术，与文字、电报、电话、广播等传统信息手段相比，具有独特性。
6941,6942,0,1,《记住乡愁》以浓厚的文化内涵、丰富而平实的情感、感人的中国故事，受到海内外观众的一致好评，被誉为“弘扬社会主义核心价值观最接地气的精品力作”。
6943,6944,0,1,不少外国游客，在春节期间专程到中国旅游，体验过节的热闹氛围，“中国年”正逐渐被世界各个国家的人们认可，成为全球共同的节日。
6951,6952,0,1,在别人享受肤浅的快乐或自寻烦恼的时候，苏格拉底渐渐地把整个希腊的精神智慧之美都装进了他那看上去肥硕不堪的身躯，最后升华为学识渊博的大师。
6962,6963,0,1,秋风阵阵地吹，折扇形的黄叶落得满地都是。
6967,6968,0,1,当前，青少年深受网络语言的影响，忽视了汉语的规范化，这应引起教育工作者的高度重视。
6968,6969,0,1,码头工人孔祥瑞虽然只有初中文凭，但他刻苦钻研，锐意创新，取得了180多项科技成果，是当代知识型产业工人的楷模。
6969,6970,0,1,谁也不能否认家长的这种做法是对孩子的关爱，但结果也许适得其反。
6978,6979,0,1,去年入冬以来，少数目无法纪的人，任意偷窃、哄抢电线电缆厂大量物资，致使电线电缆厂损失在百万元以上，目前警方已经立案侦查。
6984,6985,0,1,珠三角地区工业发达，用电量也不断增长，广州市用电负荷大概是1000万千瓦左右，核心地区的用电负荷约为500万千瓦。
6991,6992,0,1,9·11事件让我们发现，原来恐怖主义不仅可以重创世界最强大的国家，而且也在威胁着我们，恐怖主义从小打小闹上升到了与战争同等的地位。
7001,7002,0,1,随着国务院常务会议制定的政策措施的有效实施，影响去年四季度以来房价上涨的动力将会减弱，房价尚不具备全面大幅反弹的基础。
7008,7009,1,0,如“种树不用跑到昌平，尝试在家养盆竹”、“用爬楼代替乘电梯，健身房就在身边”等等，周迅向人们用轻松幽默的文字建议了十条生活中简单易行的环保建议。
7010,7011,1,0,“嫦娥三号”登月成功让我们距离利用月球资源又近了一步。
7014,7015,0,1,针对“三农”问题，全国政协组织专题调研组分赴黑龙江等地，与全国13个产粮大省政协联合调研，提出关于稳定粮食生产、增加农民收入、拉动农村消费的建议。
7019,7020,0,1,"今年的电力供需紧张状况将有所缓解，拉闸限电现象会相应减少,但整体上看仍然偏紧。"
7026,7027,0,1,要将中小学生安全工作摆在突出位置，坚决避免重特大安全事故发生，坚决避免海南省春游校车侧翻事故重演。
7034,7035,0,1,人类与人工智能将合二为一，成为一种更高级的“人类智能”，这不仅将改变我们的生活方式，还将改变我们对人类乃至宇宙的本质的理解。
7043,7044,0,1,《芈月传》开播一周多时间仍能维持超高收视率，并创下多项收视纪录，足以说明剧目本身品质不俗。
7049,7050,0,1,梦在前方，路在脚下，青年要坚定信念，珍惜韶华，在追求“中国梦”的道路上放飞青春，以青春之我建设“青春之国家”！
7053,7054,0,1,近期国际原油价格受诸多因素影响持续走低，国内参考的原油变化率持续下滑。
7068,7069,0,1,全国普通高校招生生源计划编制会议近日在山西太原举行。根据计划，今年中央部门所属普通高校面向西部及少数民族地区的生源计划将有所增长，全国各省、自冶区、直辖市的高考录取率都将超过30％。
7072,7073,0,1,贸易保护主义不同于正当的贸易保护措施，有的国家一味采用利己损人的贸易保护措施，将使金融危机下本已十分严峻的经济形势进一步恶化。
7074,7075,0,1,目前，诗歌的命运空前引人关注，在一些忧心者看来，诗歌已经濒临灭亡，诗人已经集体逃亡，必须挽救诗歌拯救诗人。
7085,7086,0,1,目前，“7·23，铗路系统正在集中排查隐患，加强安全措施。
7091,7092,1,0,本市某医院于去年率先推出“病人选护士”后，又在今年四月推出“病人选医生”，此举深得病人欢迎。
7105,7106,1,0,北大光华学院将于2012年试行“光华自主招生计划”，在北大自主招生的基础上增加学院自主选拔项目，并承诺加大向农村地区的照顾力度。
7128,7129,1,0,雪后的济南即使很寒冷，但绝对让人感到温馨。
7133,7134,0,1,七十多岁的王正铨对韩国骑马舞走红很是诧异，因为在他的记忆里，上世纪五六十年代，骑马舞就红遍了大江南北，而且要好看的多。
7138,7139,0,1,有些书店公然出售盗版书籍，对这种践踏出版法的行为，我们必须严厉打击。
7145,7146,0,1,近一时期广东省部分地区相继发现了以“高热、干咳、白细胞正常或偏低、肺部X线有片状浸润性阴影”为主要临床特征的非典型肺炎病例。
7149,7150,0,1,中国载人潜水器“深海勇士”号三下南海探测，在深海探测上取得了重大突破。
7153,7154,0,1,长沙市正在修建地铁，地铁开通之后，将给市民的出行带来极大的方便。
7154,7155,1,0,尽管法国科学家和美国科学家领导的一个科研机构正在火星上寻找依靠水生存的生命，但其他科学家提供的证据却表明，生命未必需要水。
7163,7164,0,1,为了提高同学们的语文素养，我市很多学校正在开展“读经典作品，建书香校园”活动。
7164,7165,0,1,他认为皇帝既然采纳了他的建议，就会真心实行儒家的仁政，于是尽心竭力地提出许多办法，不厌其烦地敦促皇帝去实行，但皇帝厌烦了，于是就逐渐疏远了他。
7167,7168,1,0,小王把信认真读了两遍，指着一处对我说：“这句话说重了。”
7173,7174,0,1,只要人格高尚，凡人也和伟人一样，他们的精神如同日月星辰，在历史的苍穹中永远发光。
7180,7181,0,1,“大众创业、万众创新“活动发展势头迅猛：无论是在大学校园还是在产业园区，抑或是在街道社区，各类创业新赛事如火如荼。
7193,7194,0,1,小说鉴赏，可着重通过品味人物语言、把握人物行动、玩味人物心理来欣赏人物形象。
7198,7199,0,1,科学工作者不仅要有渊博的知识，更要有开阔的胸襟，就是对和自己学术观点不同的同行，也要坦诚相待，精诚合作。
7208,7209,0,1,《典籍里的中国》能够如此受欢迎，重要原因是挖掘出了典籍里蕴含的思想精华，并让它穿越数千年的历史时空，与当下观众形成精神上的共振。
7214,7215,0,1,作为中国人民爱国统一战线的组织、中国共产党领导的多党合作和政治协商的重要机构、我国政治生活中发扬社会主义民主的重要形式，人民政协与全国各族人民一起努力，为促进国家富强、人民幸福和祖国统一大业作出了重要贡献，赢得了广泛的赞誉。
7217,7218,0,1,在热烈的掌声中，胡锦涛总书记发表了题为“推动共同发展，共建和谐亚洲”的主题演讲。
7228,7229,0,1,直选产生的乡镇长既要对上级负责，也必须对百姓负责，“乡官”们的政治生命的长短，将在很大程度上取决于群众是否拥护。
7230,7231,0,1,从他身上，我们看到了革命战争年代形成的干部和群众打成一片、同甘共苦的好传统。
7246,7247,0,1,从北京时间18日开始，中国、俄罗斯发动了制止朝鲜半岛战争的紧急行动，中国用“千钧一发”的罕见措辞警告局势的危险，此后韩国将实弹演习往后推了两天，但强调这一推迟完全是由于“天气原因”。
7250,7251,0,1,我们不赞成应试教育，决不是主张取消考试，而是不赞成以应付升学考试为唯一目的来开展教育教学活动的做法．
7253,7254,0,1,我国百分之六十左右的青年认为“诚实可信”、“助人为乐”是优秀的传统美德，是做人的基本准绳。
7272,7273,0,1,中国人民政治协商会议第十二届全国委员会副主席、中共中央统战部部长令计划涉嫌严重违纪，目前正接受组织调查。
7281,7282,0,1,这场80年最大的经济危机，使我国过分依赖出口的经济受到重创，这可能使我国的经济发展由以出口拉动为主转变成以内需拉动为主。
7282,7283,0,1,二千多年前，我们的先辈穿越草原沙漠，开辟出联通亚欧非的陆上丝绸之路。
7293,7294,1,0,在公共场所，我们应当维持清洁。
7295,7296,0,1,天问一号探测器着陆火星，迈出了我国星际探测征程的重要一步，实现了从地月系到行星际的跨越，在火星上首次留下中国人的印迹。
7299,7300,0,1,在整个欧洲和美洲，从西伯利亚矿井到加利福尼亚，千百万革命战友无不对他表示尊敬、爱戴和悼念。
7318,7319,1,0,社区主任接受采访时表示，去年大家做了很多调解工作，今年会更多地为受到情感和生活困扰的人提供帮助，让他们不再那么痛苦、那么不知所措。
7319,7320,1,0,去年11月29日，中国空军查证并识别了进人中国防空识别区的外国军机，实现了对防空识别区内空中目标的常态化有效监控。
7325,7326,1,0,高铁动车组是一个庞大的系统工程，虽然我们在系统集成和关键技术上有成果，但在某些零部件上还存在缺陷，在技术实现上有短板。
7332,7333,0,1,中美贸易战的停战，不但有利于中美经济稳定发展，而且有利于世界经济稳步回升。
7337,7338,0,1,针对日本右翼分子再次进入我国钓鱼岛领海的非法行为，中国海监巡航编队10月3日继续在我钓鱼岛领海内维权巡航。
7343,7344,1,0,《消费者权益保护法》深受广大消费者欢迎，因为它强化了人们的自我保护意识，使消费者的权益得到最大限度的保护。
7349,7350,0,1,作家曹文轩获2016年国际安徒生奖，这对中国儿童文学走向世界意义重大。
7352,7353,0,1,春天来到，塘水已不再是冬天的萧荡，处处箭立的荷枝嫩芽，把水面激起了生气。
7360,7361,0,1,2010中国盐城经贸洽谈会暨第三届海盐文化节18日在全国省盐城市举行，来自美国、日本、新西兰、马来西亚等20多个国家的500多位中外客商参会。
7364,7365,0,1,总投资超过400亿元的西安至成都客运专线陕西段高速铁路建设工程已正式开工，工程竣工后两地之间的交通将更加快捷便利。
7366,7367,1,0,史铁生《病隙碎笔》对生死问题的深度探讨和对生命意义的追问，不仅体现了一个真正思想者的风采，而且再现了一个优秀写作者的艺术功力。
7374,7375,0,1,愈是聪明的人愈应该向他人展到出自己良好的本质和优雅的言行举止，使人们不得不承认你所具备的优良品质确实难能可贵。
7383,7384,0,1,“阳光体育，激情跑操”活动有助于提高中小学生的身体素质，要大力提倡。
7386,7387,0,1,与快速的经济增长、工业化和城市化相伴而生的是给环境带来的巨大压力，给人体健康和自然资源带来的严重危害。
7390,7391,0,1,2016杭州超山梅花节将于2016年1月19开始在杭州超山举办，1-3月正是梅花盛开的好时机，想去现场感受梅花韵味的朋友们记得不要错过最佳观赏时期了。
7409,7410,0,1,医患关系紧张、药价虚高等现象，折射出近年来医疗领域存在的诚信缺失问题，也严重违背了社会主义核心价值观。
7424,7425,1,0,让公厕回归公益，这不仅体现一个城市可宜居的文明程度与城市形象，还折射着一个城市公共事务管理能力与开放程度。
7435,7436,0,1,中国正逐步进入老龄社会，人们日益重视养生保健，某些骗子就抓住这种心理见机行事，给假药贴上了保健的标签。
7437,7438,0,1,是否贯彻落实科学发展观，是能否构建和谐社会、促进经济可持续发展的重要保证。
7451,7452,0,1,冯小刚“掌勺”春晚的消息经各大媒体传出后，尽管支持者不在少数，但现在的春晚，已再无可能回到“全民联欢”的节目定位时期。
7469,7470,0,1,从现实情况看，我国制造业成本上升是勿庸置疑的，但仅从一点匆忙得出“中国制造”前景堪忧的结论，未免有些简单和片面
7471,7472,1,0,大自然的共生现象或许是影响历史进程的另一重大因素之一。
7474,7475,0,1,上海市78名经过培训、考核合格的市场管理人员获得执法证，首批人才市场执法官开始上岗。
7484,7485,0,1,人们都说猫是老鼠的天敌，但有些养尊处优的猫，早已把抓老鼠的本领忘得一干二净了。
7486,7487,1,0,奥巴马声称：如果超过10亿的中国居民现在过着和澳大利亚人、美国人同样的生活模式，那么地球将因无法承受压力而陷入非常悲惨的状况。
7488,7489,0,1,长期以来，山东省建筑业主要沿用拼人力、拼设备、拼资源的传统经营方式，管理理念陈旧，技术含量较低，高端市场占有率不高。
7497,7498,0,1,在政协经济界部分委员的座谈会上，不少委员认为，发展民营经济的关键在于体制改革，在于政策的“一视同仁”。
7502,7503,0,1,对泰国的水灾，很多中国人感同身受。日前，中国政府派出防洪专家组协助泰方抗洪，并送去了大批救援物资，包括气垫船、净水器、帐篷等，总价值超过4 000万人民币。
7519,7520,0,1,成熟的荔枝，大多数是深红色和紫色。
7540,7541,0,1,作为学者的闻一多先生，他想消化尽我们中华民族几千年来的文化史，给我们衰微的民族开一剂救济的文化药方。
7549,7550,0,1,天舟一号的成功发射和“太空加油”等一系列关键技术的验证完成，标志着我国载人航天工程“三步走”发展战略进入了第三步一一空间站阶段。
7552,7553,0,1,遇事若不问个明白，就把自己心中的怒火发泄到臆想对象身上，有可能对毫不知情的或有恩于己的善良的人造成伤害。
7553,7554,1,0,目前，人权公约得到国际社会普遍接受，人道危机干预成为国际关系的重要方面，但部分国家以“维护人权”粗暴干涉一国主权和内政的做法遭到了许多国家的强烈反对。
7554,7555,0,1,最近一段时间以来，以松花江水污染事件为代表的一系列严重的突发环境事件，对公众健康、社会稳定、经济发展甚至外交局势造成了重大损失。
7556,7557,0,1,吉安市拟出台的一条法规规定，除国家职业规范明确规定有性别要求的外，国家机关、企业事业单位、社会团体及其他用人单位，在招聘广告中不得设置性别要求。
7563,7564,0,1,节日的步行街，张灯结彩，人山人海，处处洋溢着欢乐的气氛。
7571,7572,0,1,为夯实林业发展基础、提升生态优势，今年3月，广西壮族自治区绿化委员会下发通知，要求开展“大种树、种好树、年年种、人人种”活动。
7582,7583,0,1,近日，北京首起饭店“开瓶费”官司，以消费者的倒法院的司法支持而告终，法院判决饭店饭还向王先生加收的开瓶服务费。
7587,7588,0,1,灾情就是命令。面对罕见旱情的严峻考验，在各省区市党委、政府的坚强领导下，各地干部群众奋起抗灾。
7592,7593,0,1,据悉，德国之翼4U9525航班是从西班牙巴塞罗那飞往德国杜塞尔多夫途中坠毁，机上150名乘客和机组人员全部丧生，副驾驶安德烈亚斯·卢比茨涉嫌蓄意坠机。
7596,7597,0,1,烟台最有名的景点有蓬莱阁、龙口南山、胶东半岛海滨风景名胜区、长岛、养马岛、烟台山公园等。
7612,7613,1,0,假使你读的、写的是现代诗、自由诗，你也应认真看看人家写的高品位的诗是个什么模样。
7622,7623,0,1,任何一种文明的发展都是与其他文明碰撞、交流、融合的过程，完全封闭的环境不可能带来文明的进步，只会导致文明的衰落。
7623,7624,0,1,使我感到欣慰的是，仪器成功产生了比地磁场强两万多倍的磁场，而这正是加速一束电子所必需的。
7626,7627,0,1,信息产业部21日启动“阳光绿色网络工程”系列活动，活动将持续一年，全面治理互联网、移动通信网上违法不良信息，倡导网络文明。
7637,7638,0,1,尽管弟子们非常尊崇孔子，但他生活在弟子当中，在人格方面从未凌驾于弟子之上。
7655,7656,0,1,央视《朗读者》受到观众的广泛好评，是因为其节目形式新颖、文化内涵丰富。
7662,7663,0,1,今年各高校在扩大本科招生规模、缩减专科招生计划的同时，新增了面向市场需求的复合型专业。
7668,7669,1,0,就仿写而言，与写作教学目标要求中的缩写、扩写、续写、改写属于同一范畴。
7669,7670,1,0,她那红润的脸蛋犹如盛开的梨花一样漂亮。
7688,7689,0,1,海报上除了导演郭敬明的名字之外，主演、主创等信息都秘而不宣，看来日前掀起的女主角“换角风波”仍未能平息。
7693,7694,0,1,四川三星堆遗址发掘中，3号坑出土的青铜头像、青铜面具、青铜神树等一系列青铜器，尤其引人注目。
7699,7700,0,1,如果美国不改变目前实行的对华贸易政策，那么谁也不能保证在中美之间不会爆发一场后果严重的贸易战争。
7707,7708,0,1,通过全家人不懈努力，我们家去年的年收入有了大幅增加。
